Institution,Object Number,Digital ID URL,Object Name,Title,Other Title,Other Title,Object Type,Secondary Object Type,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Creator/Publisher,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Date,Era,Era,Era,Era,Era,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Collection,Description,Geography,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Location,Copyright
Library of Congress,,https://www.loc.gov/item/2008675206/,,"Hungler, Sioux City Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,Hungler (Team Member),Sioux City,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675207/,,"Powell, Sioux City Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,Powell (Team Member),Sioux City,Minor League,First Baseman,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675208/,,"Count Weber, Sioux City Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Weber, Count (Team Member)",Sioux City,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675209/,,"Klopf, St. Joseph Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Klopf, August (Team Member)",St. Joseph,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686452/,,"Hugh Duffy, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Duffy, Hugh (Team Member)",Chicago White Stockings,Chicago,National League,Shortstop,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675210/,,"Philip Knell, St. Joseph Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Knell, Philip (Team Member)",St. Joseph,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675211/,,"George Mcvey, St. Joseph Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Mcvey, George (Team Member)",St. Joseph,Minor League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675212/,,"Schellhasse, St. Joseph Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Schellhasse, Al (Team Member)",St. Joseph,Minor League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675213/,,"G. Whitney, St. Joseph Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Whitney, G. (Team Member)",St. Joseph,Minor League,Third Baseman,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675214/,,"C. Alcott, St. Louis Whites, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Alcott, C. (Team Member)",St. Louis Whites,St. Louis,Minor League,Third Baseman,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675215/,,"C. Alcott, St. Louis Whites, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Alcott, C. (Team Member)",St. Louis Whites,St. Louis,Minor League,Third Baseman,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675216/,,"H. Hines, St. Louis Whites, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Hines, Hunkey (Team Member)",St. Louis Whites,St. Louis,Minor League,Right Fielder,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675217/,,"Fred Nyce, St. Louis Whites, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Nyce, Fred (Team Member)",St. Louis Whites,St. Louis,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675218/,,"Harry Staley, St. Louis Whites, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Staley, Harry (Team Member)",St. Louis Whites,St. Louis,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675219/,,"John Barnes, St. Paul Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Barnes, John (Team Member)",St. Paul,Minor League,Manager,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686453/,,"Hugh Duffy, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Duffy, Hugh (Team Member)",Chicago White Stockings,Chicago,National League,Shortstop,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675220/,,"Broughton, St. Paul Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,Broughton (Team Member),St. Paul,Minor League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675221/,,"Broughton, St. Paul Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,Broughton (Team Member),St. Paul,Minor League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675222/,,"Carroll, St. Paul Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,Carroll (Team Member),St. Paul,Minor League,Right Fielder,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675223/,,"Mains, St. Paul Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Mains, Grasshopper (Team Member)",St. Paul,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675224/,,"John Sowders, St. Paul Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Sowders, John (Team Member)",St. Paul,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675225/,,"A. M. Tuckerman, St. Paul Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Tuckerman, A. M. (Team Member)",St. Paul,Minor League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675226/,,"Doc Sage, Toledo Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Sage, Doc (Team Member)",Toledo,Minor League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2008675227/,,"Doc Sage, Toledo Team, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Sage, Doc (Team Member)",Toledo,Minor League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686454/,,"Frank Dwyer, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Dwyer, Frank (Team Member)",Chicago White Stockings,Chicago,National League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686455/,,"Frank Dwyer, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Dwyer, Frank (Team Member)",Chicago White Stockings,Chicago,National League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685745/,,"Dick Conway, Boston Beaneaters, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Conway, Dick (Team Member)",Boston Beaneaters,Boston,National League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686456/,,"C. A. Farrell, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Farrell, Duke (Team Member)",Chicago White Stockings,Chicago,National League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686457/,,"Silver Flint, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Flint, Silver (Team Member)",Chicago White Stockings,Chicago,National League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686458/,,"Silver Flint, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Flint, Silver (Team Member)",Chicago White Stockings,Chicago,National League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686459/,,"Silver Flint, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Flint, Silver (Team Member)",Chicago White Stockings,Chicago,National League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686460/,,"Silver Flint, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Flint, Silver (Team Member)",Chicago White Stockings,Chicago,National League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686461/,,"Emil Geiss, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Geiss, Emil (Team Member)",Chicago White Stockings,Chicago,National League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686462/,,"Emil Geiss, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Geiss, Emil (Team Member)",Chicago White Stockings,Chicago,National League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686463/,,"Emil Geiss, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Geiss, Emil (Team Member)",Chicago White Stockings,Chicago,National League,Pitcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686464/,,"C. Hoover, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Hoover, Charlie (Team Member)",Chicago White Stockings,Chicago,National League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686465/,,"C. E. Hoover, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Hoover, Charlie (Team Member)",Chicago White Stockings,Chicago,National League,Catcher,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007685746/,,"Arthur Irwin, Boston Beaneaters, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Irwin, Arthur (Team Member)",Boston Beaneaters,Boston,National League,Shortstop,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
Library of Congress,,https://www.loc.gov/item/2007686466/,,"King Kelly, Chicago White Stockings, Baseball Card Portrait",Old Judge (N172),,Memorabilia and Ephemera,Baseball Cards,Goodwin & Co.,,,,,,,,,,,,"Kelly, King (Team Member)",Chicago White Stockings,Chicago,National League,Outfielder,Albumen Prints,Baseball Cards,,,,,,,,,,,,,,1887,1880s,,,,,Prints And Photographs Division,Baseball Cards,American Memory,Lot 13163,"Baseball Cards, 1887-1914",Catalog,,,,1 Photographic Print : Albumen.,,,,,,,,,,,,,,,,,No Known Copyright Restrictions
